route_id,stops,num_stops,total_pallets,total_duration_sec,total_duration_hms
Tue_00551,Pak 'n Save Wairau Road;Four Square Fair Price Henderson,2,14,20845.67,05:47:25
Tue_00552,Four Square Pakuranga Heights;Pak 'n Save Sylvia Park,2,15,20852.66,05:47:32
Tue_00553,Pak 'n Save Manukau;Four Square Remuera,2,15,20855.56,05:47:35
Tue_00554,Pak 'n Save Manukau;Four Square St Heliers,2,14,20855.9,05:47:35
Tue_00555,New World New Lynn;Four Square Hobsonville;Four Square Glen Eden,3,14,20857.23,05:47:37
Tue_00556,New World Metro Queen St;New World Victoria Park;Four Square Britomart,3,16,20866.6,05:47:46
Tue_00557,Four Square Britomart;Pak 'n Save Albany,2,14,20869.0,05:47:49
Tue_00558,Pak 'n Save Royal Oak;Four Square Hobsonville,2,15,20870.62,05:47:50
Tue_00559,New World Hobsonville;Four Square Hobsonville;Four Square Fair Price Henderson,3,15,20871.74,05:47:51
Tue_00560,New World Mt Roskill;Four Square Hobsonville;Four Square Remuera,3,14,20876.16,05:47:56
Tue_00561,Pak 'n Save Westgate;Four Square Lancaster,2,14,20883.8,05:48:03
Tue_00562,Pak 'n Save Westgate;New World Metro Queen St,2,15,20884.73,05:48:04
Tue_00563,Four Square Hobsonville;New World Hobsonville;Four Square Fair Price Henderson,3,15,20886.0,05:48:06
Tue_00564,New World Mt Roskill;New World Metro Shore City;New World Metro Queen St,3,15,20887.8,05:48:07
Tue_00565,New World Papatoetoe;Four Square Botany Junction;Four Square Onehunga,3,15,20891.97,05:48:11
Tue_00566,Four Square Cockle Bay;New World Ormiston;Four Square Botany Junction,3,14,20892.96,05:48:12
Tue_00567,New World Mt Roskill;New World Browns Bay,2,14,20893.89,05:48:13
Tue_00568,Pak 'n Save Mt Albert;Four Square Onehunga;Four Square Eden Terrace,3,16,20898.42,05:48:18
Tue_00569,New World Papatoetoe;New World Stonefields,2,15,20916.69,05:48:36
Tue_00570,Pak 'n Save Mangere;New World Metro Shore City,2,14,20918.35,05:48:38
Tue_00571,New World Metro Queen St;Four Square Botany Junction;New World Ormiston,3,14,20926.12,05:48:46
Tue_00572,Four Square Onehunga;Four Square Ellerslie;New World Newmarket;Four Square Eden Terrace,4,16,20930.71,05:48:50
Tue_00573,New World Stonefields;Four Square Remuera;New World Metro Queen St,3,15,20932.42,05:48:52
Tue_00574,Four Square Lancaster;New World Hobsonville;Four Square Hobsonville,3,14,20935.93,05:48:55
Tue_00575,New World Mt Roskill;Four Square Pakuranga Heights;Four Square Ellerslie,3,15,20936.26,05:48:56
Tue_00576,New World Green Bay;New World Metro Shore City;Four Square Britomart,3,14,20938.25,05:48:58
Tue_00577,New World Mt Roskill;Four Square Fair Price Henderson;New World Metro Queen St,3,15,20940.3,05:49:00
Tue_00578,Four Square Remuera;Pak 'n Save Manukau,2,15,20943.84,05:49:03
Tue_00579,New World New Lynn;New World Point Chevalier;Four Square Onehunga,3,16,20956.5,05:49:16
Tue_00580,New World Papatoetoe;Four Square Torbay,2,12,20957.03,05:49:17
Tue_00581,Pak 'n Save Wairau Road;Four Square St Heliers,2,13,20959.75,05:49:19
Tue_00582,Four Square Onehunga;New World Papatoetoe;Four Square Ellerslie,3,15,20962.24,05:49:22
Tue_00583,Four Square Onehunga;Pak 'n Save Mt Albert;Four Square Eden Terrace,3,16,20964.29,05:49:24
Tue_00584,New World Mt Roskill;Four Square Pakuranga Heights;Four Square Botany Junction,3,15,20970.03,05:49:30
Tue_00585,New World Mt Roskill;Four Square Glen Eden;New World Metro Queen St,3,15,20974.63,05:49:34
Tue_00586,New World Green Bay;New World Point Chevalier;Four Square Eden Terrace,3,16,20977.88,05:49:37
Tue_00587,New World Metro Shore City;Pak 'n Save Mangere,2,14,20978.02,05:49:38
Tue_00588,Four Square St Heliers;Four Square Ellerslie;New World Stonefields,3,14,20978.23,05:49:38
Tue_00589,New World Mt Roskill;Four Square Onehunga;Four Square Britomart;Four Square Eden Terrace,4,16,20985.9,05:49:45
Tue_00590,Four Square Eden Terrace;Pak 'n Save Albany,2,14,20996.76,05:49:56
Tue_00591,Four Square Onehunga;Pak 'n Save Botany,2,15,20997.76,05:49:57
Tue_00592,Pak 'n Save Botany;Four Square Onehunga,2,15,20998.02,05:49:58
Tue_00593,New World Point Chevalier;Four Square Eden Terrace;New World Metro Queen St;Four Square Britomart,4,16,20998.38,05:49:58
Tue_00594,New World Metro Shore City;Four Square Botany Junction;Four Square Remuera,3,12,21010.27,05:50:10
Tue_00595,New World Devonport;New World Point Chevalier,2,14,21018.93,05:50:18
Tue_00596,New World Mt Roskill;Four Square Onehunga;Four Square Eden Terrace;Four Square Britomart,4,16,21022.07,05:50:22
Tue_00597,Four Square Onehunga;New World Newmarket;Four Square Britomart;New World Metro Queen St,4,16,21025.47,05:50:25
Tue_00598,Pak 'n Save Mangere;New World Point Chevalier,2,16,21027.28,05:50:27
Tue_00599,New World Mt Roskill;New World Botany,2,15,21033.1,05:50:33
Tue_00600,New World Hobsonville;Four Square Hobsonville;Four Square Lancaster,3,14,21034.49,05:50:34
Tue_00601,Pak 'n Save Lincoln Road;Four Square Ellerslie,2,15,21034.67,05:50:34
Tue_00602,New World Metro Queen St;New World Stonefields;Four Square Ellerslie,3,15,21041.21,05:50:41
Tue_00603,Pak 'n Save Lincoln Road;Four Square Remuera,2,15,21043.07,05:50:43
Tue_00604,New World Stonefields;New World Papatoetoe,2,15,21049.5,05:50:49
Tue_00605,New World New Lynn;New World Victoria Park,2,16,21057.08,05:50:57
Tue_00606,New World Botany;New World Mt Roskill,2,15,21059.23,05:50:59
Tue_00607,Pak 'n Save Royal Oak;Four Square Glen Eden,2,16,21061.12,05:51:01
Tue_00608,Four Square Britomart;Pak 'n Save Clendon,2,14,21063.49,05:51:03
Tue_00609,New World Point Chevalier;New World Metro Queen St;Four Square Britomart;Four Square Eden Terrace,4,16,21065.54,05:51:05
Tue_00610,Four Square St Heliers;New World Remuera;Four Square Britomart,3,14,21068.71,05:51:08
Tue_00611,New World Mt Roskill;New World Papakura,2,15,21078.99,05:51:18
Tue_00612,Pak 'n Save Glen Innes;Four Square Remuera,2,15,21085.82,05:51:25
Tue_00613,New World Metro Queen St;Four Square Britomart;New World Newmarket;Four Square Onehunga,4,16,21098.21,05:51:38
Tue_00614,New World Mt Albert;Four Square Lancaster;Four Square Hobsonville,3,14,21101.66,05:51:41
Tue_00615,New World Birkenhead;New World Metro Queen St;Four Square Britomart,3,15,21103.36,05:51:43
Tue_00616,Pak 'n Save Henderson;New World Point Chevalier,2,16,21104.0,05:51:44
Tue_00617,New World Point Chevalier;New World Devonport,2,14,21104.8,05:51:44
Tue_00618,New World Papakura;New World Mt Roskill,2,15,21105.11,05:51:45
Tue_00619,Four Square Ellerslie;Four Square Remuera;New World Remuera,3,16,21106.52,05:51:46
Tue_00620,Four Square St Heliers;Pak 'n Save Royal Oak,2,15,21117.67,05:51:57
Tue_00621,New World Milford;New World Point Chevalier,2,15,21118.1,05:51:58
Tue_00622,Four Square Hobsonville;New World Hobsonville;Four Square Lancaster,3,14,21120.2,05:52:00
Tue_00623,New World Newmarket;New World Metro Queen St;Four Square Britomart;Four Square Eden Terrace,4,16,21120.55,05:52:00
Tue_00624,Four Square Glen Eden;New World New Lynn;New World Metro Queen St,3,15,21121.6,05:52:01
Tue_00625,Pak 'n Save Mt Albert;Four Square Britomart;Four Square Onehunga,3,16,21125.37,05:52:05
Tue_00626,Four Square Britomart;New World Metro Queen St;Four Square Eden Terrace;New World Newmarket,4,16,21127.7,05:52:07
Tue_00627,Four Square Ellerslie;Pak 'n Save Glen Innes,2,15,21130.76,05:52:10
Tue_00628,New World Remuera;Four Square Remuera;Four Square St Heliers,3,15,21134.09,05:52:14
Tue_00629,New World Albany;New World Browns Bay,2,14,21134.75,05:52:14
Tue_00630,New World Papakura;New World Newmarket,2,14,21139.79,05:52:19
Tue_00631,New World Mt Albert;New World Metro Shore City;Four Square Eden Terrace,3,15,21141.09,05:52:21
Tue_00632,New World Browns Bay;New World Albany,2,14,21145.76,05:52:25
Tue_00633,New World Newmarket;Four Square Eden Terrace;New World New Lynn,3,16,21156.43,05:52:36
Tue_00634,New World Remuera;Four Square Remuera;Four Square Ellerslie,3,16,21156.67,05:52:36
Tue_00635,Four Square Pakuranga Heights;New World Stonefields;Four Square Remuera,3,15,21160.96,05:52:40
Tue_00636,Four Square St Heliers;Pak 'n Save Manukau,2,14,21165.64,05:52:45
Tue_00637,New World Mt Albert;New World Metro Shore City;Four Square Onehunga,3,15,21167.9,05:52:47
Tue_00638,New World Papakura;New World Ormiston,2,14,21170.44,05:52:50
Tue_00639,New World Mt Roskill;Four Square Pakuranga Heights;New World Metro Queen St,3,15,21173.78,05:52:53
Tue_00640,New World Papakura;New World Point Chevalier,2,14,21181.56,05:53:01
