route_id,stops,num_stops,total_pallets,total_duration_sec,cost,over_policy_35h,overtime_4h,total_duration_hms
Tue_00144,Four Square Ellerslie;Four Square Remuera;New World Remuera,3,16,3826.52,233.84,False,False,01:03:46.520000
Tue_00145,Four Square Ellerslie;New World Metro Queen St,2,8,4050.71,247.54,False,False,01:07:30.710000
Tue_00146,Four Square Ellerslie;New World Eastridge;New World Metro Queen St,3,14,4923.29,300.87,False,False,01:22:03.290000
Tue_00147,New World Newmarket;Four Square Ellerslie;New World Metro Queen St,3,14,4271.61,261.04,False,False,01:11:11.610000
Tue_00148,Four Square Ellerslie;New World Metro Queen St;New World Point Chevalier,3,14,4441.6,271.43,False,False,01:14:01.600000
Tue_00149,Four Square Ellerslie;New World Stonefields;New World Metro Queen St,3,15,4669.16,285.34,False,False,01:17:49.160000
Tue_00150,Four Square Ellerslie;New World Metro Queen St;New World Mt Albert,3,16,4212.05,257.4,False,False,01:10:12.050000
Tue_00151,Four Square Ellerslie;New World Remuera;New World Metro Queen St,3,16,4368.96,266.99,False,False,01:12:48.960000
Tue_00152,Four Square Ellerslie;New World Eastridge,2,10,4533.39,277.04,False,False,01:15:33.390000
Tue_00153,Four Square Ellerslie;New World Eastridge;New World Newmarket,3,16,4746.0,290.03,False,False,01:19:06
Tue_00154,New World Newmarket;Four Square Ellerslie,2,10,3621.32,221.3,False,False,01:00:21.320000
Tue_00155,New World Newmarket;Four Square Ellerslie;New World Point Chevalier,3,16,4012.21,245.19,False,False,01:06:52.210000
Tue_00156,Four Square Ellerslie;New World Stonefields,2,11,4018.87,245.6,False,False,01:06:58.870000
Tue_00157,Four Square Ellerslie;New World Remuera,2,12,3718.66,227.25,False,False,01:01:58.660000
Tue_00158,Four Square Ellerslie;Pak 'n Save Glen Innes,2,15,4930.76,301.32,False,False,01:22:10.760000
Tue_00159,Four Square Ellerslie;Pak 'n Save Sylvia Park,2,15,4168.85,254.76,False,False,01:09:28.850000
Tue_00160,Pak 'n Save Royal Oak;Four Square Ellerslie,2,16,3111.22,190.13,False,False,00:51:51.220000
Tue_00161,Four Square Fair Price Henderson,1,4,3253.13,198.8,False,False,00:54:13.130000
Tue_00162,Four Square Fair Price Henderson;Pak 'n Save Henderson,2,14,3687.13,225.32,False,False,01:01:27.130000
Tue_00163,Pak 'n Save Lincoln Road;Four Square Fair Price Henderson,2,15,3286.51,200.84,False,False,00:54:46.510000
Tue_00164,Four Square Fair Price Henderson;Pak 'n Save Westgate,2,15,4037.52,246.74,False,False,01:07:17.520000
Tue_00165,Four Square Glen Eden,1,4,2565.3,156.77,False,False,00:42:45.300000
Tue_00166,Four Square Glen Eden;New World Green Bay,2,11,2726.09,166.59,False,False,00:45:26.090000
Tue_00167,Four Square Glen Eden;New World New Lynn,2,11,2744.23,167.7,False,False,00:45:44.230000
Tue_00168,Four Square Glen Eden;Pak 'n Save Henderson,2,14,3708.98,226.66,False,False,01:01:48.980000
Tue_00169,Four Square Pakuranga Heights,1,4,4282.04,261.68,False,False,01:11:22.040000
Tue_00170,Four Square Pakuranga Heights;New World Botany,2,12,4776.21,291.88,False,False,01:19:36.210000
Tue_00171,New World Howick;Four Square Pakuranga Heights,2,13,5322.44,325.26,False,False,01:28:42.440000
Tue_00172,Pak 'n Save Highland Park;Four Square Pakuranga Heights,2,14,4930.91,301.33,False,False,01:22:10.910000
Tue_00173,Four Square Pakuranga Heights;Pak 'n Save Sylvia Park,2,15,4652.66,284.33,False,False,01:17:32.660000
Tue_00174,Four Square Pakuranga Heights;Pak 'n Save Botany,2,16,4855.81,296.74,False,False,01:20:55.810000
Tue_00175,Four Square Remuera,1,4,3408.82,208.32,False,False,00:56:48.820000
Tue_00176,Four Square Remuera;New World Eastridge,2,10,4325.47,264.33,False,False,01:12:05.470000
Tue_00177,New World Newmarket;New World Eastridge;Four Square Remuera,3,16,4451.93,272.06,False,False,01:14:11.930000
Tue_00178,New World Newmarket;Four Square Remuera,2,10,3629.72,221.82,False,False,01:00:29.720000
Tue_00179,New World Newmarket;Four Square Remuera;New World Point Chevalier,3,16,4020.61,245.7,False,False,01:07:00.610000
Tue_00180,New World Stonefields;Four Square Remuera,2,11,4082.13,249.46,False,False,01:08:02.130000
Tue_00181,New World Remuera;Four Square Remuera,2,12,3509.85,214.49,False,False,00:58:29.850000
Tue_00182,Four Square Remuera;Pak 'n Save Glen Innes,2,15,4878.51,298.13,False,False,01:21:18.510000
Tue_00183,Four Square Remuera;Pak 'n Save Sylvia Park,2,15,4469.29,273.12,False,False,01:14:29.290000
Tue_00184,Pak 'n Save Royal Oak;Four Square Remuera,2,16,3218.12,196.66,False,False,00:53:38.120000
Tue_00185,Four Square Torbay,1,4,6256.52,382.34,False,False,01:44:16.520000
Tue_00186,Four Square Torbay;New World Albany,2,11,6633.56,405.38,False,False,01:50:33.560000
Tue_00187,Four Square Torbay;New World Browns Bay,2,11,6413.24,391.92,False,False,01:46:53.240000
Tue_00188,New World Long Bay;Four Square Torbay,2,12,6421.36,392.42,False,False,01:47:01.360000
Tue_00189,Pak 'n Save Albany;Four Square Torbay,2,15,6666.38,407.39,False,False,01:51:06.380000
Tue_00190,New World Metro Queen St,1,4,2853.37,174.37,False,False,00:47:33.370000
Tue_00191,New World Newmarket;New World Metro Queen St,2,10,3385.13,206.87,False,False,00:56:25.130000
Tue_00192,New World Newmarket;New World Metro Queen St;New World Point Chevalier,3,16,3776.02,230.76,False,False,01:02:56.020000
Tue_00193,New World Metro Queen St;New World Point Chevalier,2,10,3244.26,198.26,False,False,00:54:04.260000
Tue_00194,New World Metro Queen St;New World Mt Albert,2,12,3014.71,184.23,False,False,00:50:14.710000
Tue_00195,New World Remuera;New World Metro Queen St,2,12,3880.65,237.15,False,False,01:04:40.650000
Tue_00196,New World Victoria Park;New World Metro Queen St,2,13,3127.22,191.11,False,False,00:52:07.220000
Tue_00197,New World Metro Shore City,1,4,4135.23,252.71,False,False,01:08:55.230000
Tue_00198,New World Metro Shore City;New World Milford,2,13,4708.98,287.77,False,False,01:18:28.980000
Tue_00199,Pak 'n Save Wairau Road;New World Metro Shore City,2,14,4727.47,288.9,False,False,01:18:47.470000
Tue_00200,New World Eastridge,1,6,4155.46,253.94,False,False,01:09:15.460000
Tue_00201,New World Newmarket;New World Eastridge,2,12,4214.12,257.53,False,False,01:10:14.120000
Tue_00202,New World Stonefields;New World Eastridge,2,13,4733.24,289.25,False,False,01:18:53.240000
Tue_00203,New World Remuera;New World Eastridge,2,14,4275.15,261.26,False,False,01:11:15.150000
Tue_00204,New World Newmarket,1,6,2734.83,167.13,False,False,00:45:34.830000
Tue_00205,New World Newmarket;New World Point Chevalier,2,12,3125.72,191.02,False,False,00:52:05.720000
Tue_00206,New World Newmarket;New World Stonefields,2,13,4152.25,253.75,False,False,01:09:12.250000
Tue_00207,New World Newmarket;New World Mt Albert,2,14,2896.17,176.99,False,False,00:48:16.170000
Tue_00208,New World Remuera;New World Newmarket,2,14,3368.33,205.84,False,False,00:56:08.330000
Tue_00209,New World Newmarket;New World Victoria Park,2,15,3444.68,210.51,False,False,00:57:24.680000
Tue_00210,New World Ormiston,1,6,4336.64,265.02,False,False,01:12:16.640000
Tue_00211,New World Botany;New World Ormiston,2,14,5098.55,311.58,False,False,01:24:58.550000
Tue_00212,New World Papatoetoe;New World Ormiston,2,14,4522.26,276.36,False,False,01:15:22.260000
Tue_00213,New World Point Chevalier,1,6,2084.17,127.37,False,False,00:34:44.170000
Tue_00214,New World Mt Roskill;New World Point Chevalier,2,13,2125.61,129.9,False,False,00:35:25.610000
Tue_00215,New World New Lynn;New World Point Chevalier,2,13,2718.85,166.15,False,False,00:45:18.850000
Tue_00216,New World Mt Albert;New World Point Chevalier,2,14,2108.72,128.87,False,False,00:35:08.720000
Tue_00217,New World Victoria Park;New World Point Chevalier,2,15,3182.28,194.47,False,False,00:53:02.280000
Tue_00218,Pak 'n Save Mt Albert;New World Point Chevalier,2,16,2062.27,126.03,False,False,00:34:22.270000
Tue_00219,New World Albany,1,7,5356.37,327.33,False,False,01:29:16.370000
Tue_00220,New World Albany;New World Browns Bay,2,14,6014.75,367.57,False,False,01:40:14.750000
Tue_00221,New World Long Bay;New World Albany,2,15,6539.04,399.61,False,False,01:48:59.040000
Tue_00222,New World Browns Bay,1,7,5732.45,350.32,False,False,01:35:32.450000
Tue_00223,New World Long Bay;New World Browns Bay,2,15,6543.86,399.9,False,False,01:49:03.860000
Tue_00224,New World Green Bay,1,7,1725.54,105.45,False,False,00:28:45.540000
Tue_00225,New World Green Bay;New World Mt Roskill,2,14,1853.21,113.25,False,False,00:30:53.210000
Tue_00226,New World New Lynn;New World Green Bay,2,14,2157.12,131.82,False,False,00:35:57.120000
Tue_00227,New World Mt Roskill,1,7,392.66,24.0,False,False,00:06:32.660000
Tue_00228,New World New Lynn;New World Mt Roskill,2,14,1789.36,109.35,False,False,00:29:49.360000
Tue_00229,New World Mt Roskill;New World Mt Albert,2,15,1495.22,91.37,False,False,00:24:55.220000
Tue_00230,New World New Lynn,1,7,1661.69,101.55,False,False,00:27:41.690000
Tue_00231,New World New Lynn;New World Mt Albert,2,15,2402.3,146.81,False,False,00:40:02.300000
Tue_00232,New World Southmall,1,7,3793.98,231.85,False,False,01:03:13.980000
Tue_00233,New World Papakura;New World Southmall,2,15,5176.43,316.34,False,False,01:26:16.430000
Tue_00234,New World Papatoetoe;New World Southmall,2,15,4177.05,255.26,False,False,01:09:37.050000
Tue_00235,New World Stonefields,1,7,3931.35,240.25,False,False,01:05:31.350000
Tue_00236,New World Remuera;New World Stonefields,2,15,4111.67,251.27,False,False,01:08:31.670000
Tue_00237,New World Birkenhead,1,8,4225.77,258.24,False,False,01:10:25.770000
Tue_00238,New World Botany,1,8,4791.66,292.82,False,False,01:19:51.660000
Tue_00239,New World Devonport,1,8,5508.05,336.6,False,False,01:31:48.050000
Tue_00240,New World Hobsonville,1,8,3689.76,225.49,False,False,01:01:29.760000
Tue_00241,New World Long Bay,1,8,6156.92,376.26,False,False,01:42:36.920000
Tue_00242,New World Mt Albert,1,8,1453.78,88.84,False,False,00:24:13.780000
Tue_00243,New World Papakura,1,8,4837.54,295.63,False,False,01:20:37.540000
Tue_00244,New World Papatoetoe,1,8,3045.88,186.14,False,False,00:50:45.880000
